"gene_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
TSPAN6	1817.55016873272	-0.101591895046873	0.128899326719273	-0.788149151997732	0.430609467555228	0.999690735919201
TNMD	3.5746160208264	-0.286903846233333	0.735834974874014	-0.389902431971863	0.696608695502767	0.999690735919201
DPM1	486.476011511874	0.00658745279234928	0.0913034979333568	0.0721489640753689	0.942483360029246	0.999690735919201
SCYL3	197.965428379746	-0.0103982321067529	0.126923155869286	-0.0819254141258643	0.934706024816171	0.999690735919201
C1orf112	89.0296158662972	0.043710639215703	0.199910126028303	0.218651451450311	0.826921569944904	0.999690735919201
FGR	64.0137906492695	0.21038316917414	0.300814061952343	0.699379436615136	0.484314935323164	0.999690735919201
CFH	34540.3873136307	-0.0292332450293597	0.145884889956407	-0.200385694763146	0.841178946524845	0.999690735919201
FUCA2	801.175295881596	-0.122097808582219	0.104938736347874	-1.16351514065752	0.244620558782824	0.999690735919201
GCLC	2626.10251988188	-0.00351296416404479	0.112623666204177	-0.0311920600922019	0.975116371963519	0.999690735919201
NFYA	240.168009324403	-0.0278564377408591	0.105412677081761	-0.264260793976922	0.791578968585255	0.999690735919201
STPG1	33.5265569745958	0.579863226641419	0.344213711967695	1.68460234581195	0.0920653184717438	0.999690735919201
NIPAL3	183.193220134863	0.109353141978137	0.099667156872955	1.09718331904991	0.272561263594437	0.999690735919201
LAS1L	280.50716064638	-0.0233688525930504	0.116654383792788	-0.200325541426376	0.841225988221693	0.999690735919201
ENPP4	230.425350436262	-0.312835920163439	0.281370802809223	-1.1118279403551	0.266212136162084	0.999690735919201
SEMA3F	125.820501434265	0.161218160084228	0.152818568555	1.05496446936162	0.2914415750276	0.999690735919201
CFTR	191.314219270604	1.53506352052292	0.700527519394102	2.19129652729506	0.0284303412084922	0.91784224854503
ANKIB1	462.227435632191	0.0503773250616385	0.113027240377767	0.445709590831945	0.655807035762118	0.999690735919201
CYP51A1	1269.8779451791	0.215099307065191	0.334711409255247	0.64264109653089	0.520457010085354	0.999690735919201
KRIT1	405.330961249968	-0.100479606221795	0.112779731363844	-0.890936740198759	0.372963108610047	0.999690735919201
RAD52	84.5449126332037	-0.0906566264212492	0.137424634722909	-0.659682498731332	0.509457600018195	0.999690735919201
BAD	327.756295285683	0.0898323712769147	0.189473818873557	0.474114955886666	0.635417934066412	0.999690735919201
LAP3	2876.6636206272	0.000787935771786192	0.158624546295664	0.00496730039698609	0.996036684002906	0.999690735919201
CD99	1828.06956850945	0.0453238695525714	0.104990347905964	0.431695583989935	0.665962677398646	0.999690735919201
HS3ST1	34.2031243209218	-0.0651198854964611	0.257154399146609	-0.253232632661808	0.800088450908238	0.999690735919201
AOC1	89.5655135438179	-0.46140283914393	0.712449216246892	-0.647629092182249	0.517224876237385	0.999690735919201
WNT16	0.465502450616383	-1.50299926942321	1.11264975008032	-1.35082874850303	0.176750296674301	NA
HECW1	2.91711049087317	0.225830369715601	0.490980749517357	0.459957686605017	0.645546592529548	0.999690735919201
MAD1L1	113.691719464879	0.0408339954736466	0.210923205092198	0.193596505684604	0.846491834489407	0.999690735919201
LASP1	2228.13424450042	0.0933958951680575	0.0931596423993248	1.00253599909411	0.316084788969123	0.999690735919201
SNX11	184.77153523055	-0.0156357504579096	0.0796660919717205	-0.196266065912458	0.844401920297177	0.999690735919201
TMEM176A	10489.4998439002	-0.13202315578577	0.161614545004526	-0.816901447713583	0.413984750408172	0.999690735919201
M6PR	1168.91068054008	0.0259912950501628	0.112122289980467	0.231812024662453	0.816684017100984	0.999690735919201
KLHL13	59.7324701237184	-0.0100648070071061	0.425783539194329	-0.0236383187244646	0.981141106760414	0.999690735919201
CYP26B1	30.4487726353001	-0.279122322559919	0.3144316787792	-0.887704202208977	0.374699884903791	0.999690735919201
ICA1	157.145502720488	0.254824160087024	0.303365100865568	0.839991677882375	0.400913052645547	0.999690735919201
DBNDD1	55.0379978720903	-0.042053406885701	0.238212819724596	-0.176537127323039	0.859871983300459	0.999690735919201
ALS2	626.405240807152	-0.105577521942639	0.118414168533438	-0.891595349190215	0.372609863886472	0.999690735919201
CASP10	232.736436598056	0.0161624572838612	0.115771022824487	0.139607104520136	0.888970427004535	0.999690735919201
CFLAR	651.219632169149	-0.0671911308947677	0.0924803189193687	-0.726545190153918	0.467504614756562	0.999690735919201
TFPI	6282.02323238306	-0.0150913556102257	0.130528375541088	-0.115617432207109	0.907955746657113	0.999690735919201
NDUFAF7	182.206059276817	-0.0203768910869225	0.107837976763472	-0.188958395720057	0.850125424707402	0.999690735919201
RBM5	351.163672827978	-0.162622009878212	0.165315204218667	-0.98370873173351	0.32525874532674	0.999690735919201
MTMR7	25.5750033420968	-0.330822090850094	0.192989032805659	-1.7142015068972	0.0864917242521778	0.999690735919201
SLC7A2	10716.7585410342	-0.00700513233710102	0.172890263151202	-0.040517795562464	0.967680319883542	0.999690735919201
ARF5	812.477250944895	-0.0115977494305533	0.137992069028554	-0.0840464927600545	0.933019466630172	0.999690735919201
SARM1	3.01762065888238	0.588005381565697	0.837202374231334	0.702345573381306	0.482463678653549	0.999690735919201
POLDIP2	926.340338622687	-0.210130686120226	0.181966241026899	-1.15477840798593	0.248181181327128	0.999690735919201
PLXND1	784.525150570991	-0.0718359081493884	0.162180015913031	-0.442939333462085	0.657809616076232	0.999690735919201
AK2	1837.28628710637	-0.0077106878967363	0.0659825361291788	-0.116859526006101	0.906971371901145	0.999690735919201
CD38	57.4086790704728	0.11142441030903	0.31493954109571	0.353796191870262	0.723491627603605	0.999690735919201
FKBP4	1134.26401719248	-0.0139151742766188	0.143312219776576	-0.097096913984813	0.922649431566731	0.999690735919201
KDM1A	328.3977285015	-0.0202414679847432	0.103073775079303	-0.196378448050144	0.844313963791379	0.999690735919201
RBM6	553.57394434092	-0.140973142055835	0.186009850775888	-0.757879980376335	0.448522836094266	0.999690735919201
CAMKK1	22.0026066197586	0.388356725977604	0.259703276220333	1.49538631791507	0.134813649233047	0.999690735919201
RECQL	401.561596238901	0.0735975030866136	0.148071912363617	0.497038917859599	0.6191616073221	0.999690735919201
VPS50	168.870869959523	0.0828293185363322	0.173974232242023	0.476101072376654	0.634002373054974	0.999690735919201
HSPB6	152.355358814117	0.0481934874529108	0.54379124999384	0.0886249777896513	0.929379956784943	0.999690735919201
ARHGAP33	32.124353349819	-0.306719077058873	0.275373749673499	-1.11382830579363	0.265352851174657	0.999690735919201
NDUFAB1	1152.22264091082	0.0565012542195228	0.128151519296301	0.440894142572631	0.659289634350314	0.999690735919201
PDK4	2609.27777089069	0.0668557294382815	0.313469264052284	0.213276825210942	0.83111104851577	0.999690735919201
SLC22A16	0.713746121229725	0.396728986043172	1.1333770136114	0.350041496588175	0.726307555486637	NA
ZMYND10	5.25435951982747	0.547047027048855	0.36444617908181	1.50103652733331	0.133346114149902	0.999690735919201
ABCB5	0.846562069220248	0.650253362493794	0.868872549895014	0.748387508124598	0.454226455142124	NA
ARX	2.9447587099518	-1.00976505395411	0.746065029733594	-1.35345447609932	0.175910484107989	0.999690735919201
SLC25A13	2744.86608980817	0.0100147087971528	0.118745006606233	0.08433793624992	0.932787751065179	0.999690735919201
ST7	580.072585556253	-0.0790700651375614	0.0945617914606033	-0.836173510635148	0.403057298223164	0.999690735919201
CDC27	687.282773482138	0.0379971157680284	0.104281989123913	0.364368920148602	0.715582540765512	0.999690735919201
SLC4A1	23.9903312152382	0.903911859425487	0.49091313307833	1.84128677462222	0.0655795447918972	0.999690735919201
CALCR	1.73708650903723	0.502266188189269	0.53676262272229	0.935732420491453	0.349410973831482	0.999690735919201
HCCS	258.439779117946	0.00341063953983819	0.111049574538351	0.0307127654834942	0.975498610582155	0.999690735919201
DVL2	141.803906753732	0.158425080952954	0.12178687555562	1.30083870064144	0.193313671958857	0.999690735919201
PRSS22	7.71199354622814	0.347423698510111	0.502913649468855	0.690821772041857	0.489677551603077	0.999690735919201
UPF1	1007.2602067421	0.023280606748916	0.101357485121628	0.229688085896957	0.818334153496681	0.999690735919201
SKAP2	444.444420656677	-0.0367193798929597	0.150465870698933	-0.24403793180735	0.807201442507853	0.999690735919201
SLC25A5	2991.68456712726	0.147550470760829	0.1105272021388	1.33496974414982	0.181886249135218	0.999690735919201
MCUB	60.4645794932025	0.267945529945094	0.213705636148451	1.25380656670639	0.20991232180441	0.999690735919201
HOXA11	0	NA	NA	NA	NA	NA
POLR2J	420.333707368493	-0.00611348476658467	0.134438345216624	-0.0454742637357954	0.963729288235113	0.999690735919201
DHX33	370.776313333973	0.176759683636669	0.124584415403211	1.41879450222241	0.1559589359931	0.999690735919201
MEOX1	3.93439524505789	1.54263601878526	0.603384103418531	2.55664014024451	0.0105688489909102	0.760149317231581
THSD7A	4.16844187947332	0.922865975546775	0.835759728542939	1.10422402998012	0.269495968191307	0.999690735919201
LIG3	154.419680807299	0.000501404654574082	0.113576715816999	0.00441467822843174	0.996477607842168	0.999690735919201
RPAP3	226.944806132202	0.0277251279666773	0.135403834796262	0.204758809145949	0.837760570631578	0.999690735919201
ACSM3	1915.6291702352	-0.103188263942696	0.193804133117099	-0.532435827260448	0.594424176757264	0.999690735919201
AC004381.6	19.9047671920669	0.296085544617119	0.32423217927923	0.913189879164119	0.361142685919256	0.999690735919201
CIAPIN1	237.656074711212	-0.0912443380684626	0.121982436439136	-0.748012096921755	0.454452860981579	0.999690735919201
FAM214B	137.204561781685	0.019731328968851	0.109053416268098	0.180932699259446	0.856420402119015	0.999690735919201
PRKAR2B	13.0956685919379	0.416073654866418	1.21107361345637	0.34355769149239	0.731178947211162	0.999690735919201
MSL3	242.665877095147	0.0708338773179533	0.116622651235914	0.607376667973912	0.543600968888278	0.999690735919201
CREBBP	330.172634571546	0.347398786917421	0.180068208262639	1.9292621960825	0.0536983203473812	0.999690735919201
TSPOAP1	82.5648777310236	-0.107234038985094	0.309644507213628	-0.346313389990514	0.729107206755653	0.999690735919201
MPO	10.3692862623472	1.32910314819991	0.554332768188112	2.39766296433135	0.0165000394864871	0.84006987274626
PON1	10810.7632277947	-0.0943524608640303	0.186243977716674	-0.506606774730539	0.612430753881485	0.999690735919201
GCFC2	470.44694103357	-0.245618085712644	0.108195652446303	-2.27012897615773	0.0231997587003966	0.88354450052314
WDR54	23.8018574779674	0.0424116295513832	0.203496503354174	0.208414537116484	0.834905306563494	0.999690735919201
CROT	795.157989028088	-0.117439126832125	0.139976621208054	-0.838991010202837	0.401474354324089	0.999690735919201
ABCB4	2804.81916044944	0.140208555235376	0.189859991198065	0.738483944672199	0.460220420064672	0.999690735919201
KMT2E	666.61965300719	-0.275056202252592	0.112615288181324	-2.44244104592369	0.0145883120819308	0.817325295980233
RHBDD2	653.370740509687	0.160907801654849	0.143594735406198	1.12056894843447	0.262471388614642	0.999690735919201
SOX8	2.73121874134811	0.483613825886813	0.555440404514936	0.870685355180726	0.383925976903023	0.999690735919201
IBTK	2139.48377823974	0.13687836718111	0.123036367227993	1.11250332129416	0.26592180292911	0.999690735919201
ZNF195	144.039114015112	-0.113728491713631	0.141003812582869	-0.806563238471244	0.419918160448295	0.999690735919201
MYCBP2	758.272790878519	-0.0446343087845232	0.121433956606994	-0.367560359817448	0.713201076960404	0.999690735919201
FBXL3	950.272101055127	-0.0309184259887566	0.147431843540481	-0.209713351242652	0.83389140446442	0.999690735919201
ITGAL	325.243584708614	0.0720479350760872	0.156259812077888	0.461077830044839	0.644742766929204	0.999690735919201
PDK2	868.995095675339	0.00120435643896376	0.152519784742673	0.00789639482507607	0.993699653957436	0.999690735919201
ITGA3	120.316764424613	0.0942088593498517	0.314911105471917	0.299160168418554	0.764817839317762	0.999690735919201
ZFX	604.431695388578	-0.167922235876292	0.192459900680434	-0.872505053170088	0.38293291267711	0.999690735919201
LAMP2	4886.59048892894	0.115841525298234	0.124959778325145	0.927030496139442	0.353910700748578	0.999690735919201
ITGA2B	1.51457427501288	-0.359256345288539	1.82463169014255	-0.19689252753276	0.84391164138698	0.999690735919201
ASB4	24.6332853618552	-0.0600921868869228	0.23760844864599	-0.252904251634812	0.800342203926974	0.999690735919201
GDE1	692.111181832239	0.0975265462171827	0.0763340330575401	1.27762863182753	0.201380400144355	0.999690735919201
C19orf60	289.325815252422	-0.0172717865274407	0.270775201775079	-0.0637864413514042	0.949140274506557	0.999690735919201
CRLF1	5.02578718202614	0.516373394547615	0.788234211293039	0.655101475106672	0.51240242242087	0.999690735919201
OSBPL7	25.3816390879193	0.0335845352413043	0.219609920758714	0.152928133325105	0.878454949673372	0.999690735919201
TMEM98	235.115756411742	-0.0445358367515142	0.193819460894044	-0.229780005300194	0.818262722498559	0.999690735919201
YBX2	9.40945994322687	0.560309706603503	0.351591242518434	1.59363954173041	0.111016792670395	0.999690735919201
KRT33A	0	NA	NA	NA	NA	NA
MAP3K14	161.666545141533	0.185961559724789	0.175127619019154	1.06186311882908	0.288297830327187	0.999690735919201
ABCC8	0.784772724132397	-1.18906399847559	0.997973786682661	-1.19147818744632	0.233465914680999	NA
CACNG3	0.174588155063704	0.829953277090099	2.31434033804202	0.358613322097758	0.719884379256495	NA
TMEM132A	25.3753309994459	0.266018864894129	0.29154043722488	0.912459579968782	0.361526837976647	0.999690735919201
TAC1	0.915958757503055	-0.846263462750457	1.03195276143422	-0.820060272501535	0.412181748312012	0.999690735919201
ZNF263	197.234456710081	-0.0239167192594854	0.0969912468244184	-0.246586367765551	0.805228355769222	0.999690735919201
CX3CL1	372.888271651638	0.155246255059835	0.170834624800813	0.908751696214085	0.363481209231224	0.999690735919201
SPATA20	191.07630387643	0.0314939688142108	0.27140812876861	0.11603915091674	0.90762151341785	0.999690735919201
CACNA1G	0.513113360941175	1.09547988223356	1.06667015798173	1.02700902808263	0.3044162129747	NA
TNFRSF12A	135.748463159408	1.55346785735577	0.434831549068689	3.57257393278605	0.000353489639034617	0.194712439218483
DLX6	0.680161720574476	1.48852148098651	0.993130275925558	1.49881794671829	0.1339208674775	NA
MAP3K9	105.95034514704	0.0634645990171275	0.150864595212194	0.420672583437243	0.673994183877298	0.999690735919201
RALA	472.883659935153	0.0754293718165715	0.0786670322397151	0.958843490964833	0.337637595946196	0.999690735919201
BAIAP2L1	477.090558360907	0.101320212841116	0.140827112547362	0.719465243647887	0.471854309769856	0.999690735919201
KDM7A	430.141126925489	0.0279733614141756	0.12879425217134	0.217194175536354	0.828057023600137	0.999690735919201
ETV1	202.987037283975	-0.225836340767183	0.17639028257054	-1.28032189458548	0.200431950558674	0.999690735919201
